Year,First Name,Sex,Count
2013,VINCENZO,M,10
2013,VIOLET,F,168
2013,VIVIAN,F,118
2013,VIVIENNE,F,44
2013,WALTER,M,13
2013,WENDY,F,25
2013,WESLEY,M,52
2013,WESTON,M,5
2013,WILLIAM,M,705
2013,WILSON,M,16
2013,WINNIE,F,23
2013,WINSTON,M,12
2013,WOLF,M,9
2013,WYATT,M,172
2013,XANDER,M,9
2013,XAVIER,M,260
2013,YAAKOV,M,67
2013,YAEL,F,11
2013,YAKOV,M,77
2013,YANKY,M,10
2013,YARETZI,F,34
2013,YECHIEL,M,34
2013,YEHOSHUA,M,21
2013,YEHUDA,M,94
2013,YEHUDIS,F,25
2013,YIDA,M,5
2013,YIDES,F,22
2013,YISROEL,M,101
2013,YITTY,F,60
2013,YITZCHOK,M,99
2013,YOCHEVED,F,31
2013,YOEL,M,12
2013,YOSEF,M,150
2013,YOSSI,M,17
2013,YOUSSEF,M,10
2013,YUSUF,M,32
2013,ZACHARY,M,324
2013,ZAHRA,F,11
2013,ZAIN,M,12
2013,ZAINAB,F,19
2013,ZAIRE,M,13
2013,ZANDER,M,7
2013,ZANE,M,5
2013,ZARA,F,41
2013,ZEV,M,53
2013,ZION,M,62
2013,ZISSEL,F,5
2013,ZISSY,F,27
2013,ZOE,F,369
2013,ZOEY,F,232
